student_id,interests,experience_level,learning_mode
STU00514,Data Science,Intermediate,practical
STU00515,"Cybersecurity, Web Development",Beginner,practical
STU00516,Artificial Intelligence,Intermediate,Visual
STU00517,"Cloud Computing, Software Development, Data Analytics",Beginner,Visual
STU00518,Cloud Computing,Beginner,Visual
STU00519,"SQL, Machine Learning",Advanced,practical
STU00520,"Artificial Intelligence, Python",Intermediate,Visual
STU00521,"Artificial Intelligence, Deep Learning",Advanced,Reading
STU00522,"Data Analytics, Web Development",Advanced,Reading
STU00523,"Deep Learning, SQL, Web Development",Advanced,Reading
STU00524,Machine Learning,Advanced,Reading
STU00525,Deep Learning,Advanced,practical
STU00526,"SQL, Machine Learning, Cybersecurity",Beginner,Visual
STU00527,Deep Learning,Advanced,practical
STU00528,"Web Development, Python",Advanced,Visual
STU00529,Data Science,Advanced,practical
STU00530,SQL,Intermediate,Reading
STU00531,"Artificial Intelligence, Data Science",Beginner,Visual
STU00532,"Data Analytics, Artificial Intelligence, Deep Learning",Advanced,practical
STU00533,"Data Science, SQL, Cybersecurity",Advanced,Reading
STU00534,DevOps,Intermediate,Visual
STU00535,"Artificial Intelligence, DevOps, Cybersecurity",Intermediate,Reading
STU00536,Data Analytics,Beginner,practical
STU00537,"Artificial Intelligence, SQL",Intermediate,practical
STU00538,Cybersecurity,Intermediate,practical
STU00539,"Software Development, Machine Learning",Intermediate,Visual
STU00540,"Cloud Computing, Deep Learning, Data Science",Advanced,Reading
STU00541,"Data Science, Software Development",Beginner,Reading
STU00542,"Web Development, Python",Advanced,practical
STU00543,"Web Development, Cybersecurity, Artificial Intelligence",Advanced,practical
STU00544,SQL,Advanced,Reading
STU00545,Deep Learning,Beginner,Reading
STU00546,"Deep Learning, SQL, Machine Learning",Advanced,practical
STU00547,"Deep Learning, Machine Learning, Software Development",Beginner,practical
STU00548,"Web Development, SQL, Data Science",Beginner,Visual
STU00549,"DevOps, Machine Learning",Beginner,Reading
STU00550,"Machine Learning, Data Science",Beginner,Visual
STU00551,Web Development,Advanced,practical
STU00552,Data Science,Advanced,Visual
STU00553,"Data Analytics, Cloud Computing",Intermediate,Reading
STU00554,"Cloud Computing, Deep Learning",Intermediate,Visual
STU00555,"Software Development, Data Analytics",Intermediate,Visual
STU00556,"Deep Learning, Data Analytics, Machine Learning",Beginner,Visual
STU00557,"Deep Learning, SQL, Cloud Computing",Beginner,Visual
STU00558,Python,Intermediate,practical
STU00559,"DevOps, Python, Software Development",Intermediate,Visual
STU00560,"Data Analytics, Artificial Intelligence",Intermediate,Reading
STU00561,Data Science,Intermediate,practical
STU00562,"Machine Learning, Data Analytics, Software Development",Beginner,Reading
STU00563,"Python, Cybersecurity",Intermediate,Reading
STU00564,"Data Science, Machine Learning",Beginner,Visual
STU00565,"Python, Artificial Intelligence",Advanced,practical
STU00566,"Machine Learning, Web Development, Software Development",Beginner,Visual
STU00567,"Cloud Computing, Deep Learning",Intermediate,Visual
STU00568,Deep Learning,Intermediate,Visual
STU00569,"Web Development, Software Development",Advanced,practical
STU00570,"Artificial Intelligence, SQL",Beginner,Visual
STU00571,Deep Learning,Advanced,practical
STU00572,Artificial Intelligence,Beginner,Reading
STU00573,"Data Analytics, Artificial Intelligence",Advanced,practical
STU00574,"Data Science, Software Development, Artificial Intelligence",Intermediate,practical
STU00575,"Cloud Computing, Software Development, Cybersecurity",Intermediate,Reading
STU00576,"Cloud Computing, Web Development",Advanced,Visual
STU00577,"Data Science, Cloud Computing, Deep Learning",Intermediate,Reading
STU00578,DevOps,Intermediate,Visual
STU00579,Cloud Computing,Intermediate,Visual
STU00580,Deep Learning,Intermediate,Reading
STU00581,"Cloud Computing, Data Analytics",Beginner,practical
STU00582,"Artificial Intelligence, Deep Learning, Python",Advanced,Visual
STU00583,"Software Development, Machine Learning, SQL",Advanced,practical
STU00584,Python,Advanced,practical
STU00585,Cloud Computing,Advanced,Visual
STU00586,Cloud Computing,Intermediate,practical
STU00587,"Python, Deep Learning",Beginner,Reading
STU00588,"Cloud Computing, DevOps, Software Development",Beginner,Visual
STU00589,"Cybersecurity, Artificial Intelligence",Advanced,Reading
STU00590,"Python, Cloud Computing, Artificial Intelligence",Intermediate,practical
STU00591,"Artificial Intelligence, Web Development, Cybersecurity",Intermediate,Visual
STU00592,"Data Analytics, Cloud Computing",Advanced,Visual
STU00593,Python,Advanced,Reading
STU00594,Web Development,Intermediate,Visual
STU00595,"Web Development, Artificial Intelligence",Intermediate,Visual
STU00596,"Cloud Computing, Artificial Intelligence, Web Development",Advanced,Visual
STU00597,"Web Development, Data Science",Intermediate,Reading
STU00598,"Artificial Intelligence, Software Development, Cybersecurity",Intermediate,practical
STU00599,"Cybersecurity, Python",Intermediate,Reading
STU00600,Software Development,Intermediate,practical
STU00601,"Cloud Computing, Python",Advanced,Visual
STU00602,Machine Learning,Intermediate,practical
STU00603,Python,Intermediate,Visual
STU00604,"Cybersecurity, Software Development, Data Analytics",Advanced,Reading
STU00605,"Data Analytics, Web Development",Advanced,Reading
STU00606,"Software Development, Python",Advanced,Reading
STU00607,Python,Beginner,Visual
STU00608,"SQL, Web Development, Data Analytics",Intermediate,Visual
STU00609,SQL,Beginner,Reading
STU00610,Data Science,Advanced,practical
STU00611,Python,Intermediate,practical
STU00612,"Artificial Intelligence, SQL",Beginner,practical
STU00613,Cybersecurity,Advanced,Reading
STU00614,"Cloud Computing, Data Analytics",Beginner,practical
STU00615,"Cybersecurity, Data Analytics, SQL",Advanced,practical
STU00616,Python,Beginner,Visual
STU00617,Software Development,Beginner,Visual
STU00618,"Python, DevOps",Advanced,practical
STU00619,"Data Analytics, Python, Software Development",Advanced,practical
STU00620,"Artificial Intelligence, SQL, Deep Learning",Intermediate,practical
STU00621,Machine Learning,Intermediate,Visual
STU00622,"Python, SQL",Intermediate,Visual
STU00623,"DevOps, Web Development",Intermediate,Reading
STU00624,"Cybersecurity, Machine Learning",Advanced,practical
STU00625,"Python, Cybersecurity",Intermediate,Reading
STU00626,"Data Science, SQL, Software Development",Beginner,Visual
STU00627,"Web Development, Data Science",Intermediate,Reading
STU00628,Cloud Computing,Beginner,practical
STU00629,"SQL, Cloud Computing",Beginner,Visual
STU00630,Web Development,Intermediate,practical
STU00631,"Cloud Computing, Software Development",Beginner,practical
STU00632,"Software Development, Python",Advanced,Visual
STU00633,"Artificial Intelligence, Cloud Computing",Intermediate,Reading
STU00634,Artificial Intelligence,Intermediate,practical
STU00635,Cybersecurity,Intermediate,Reading
STU00636,"Python, Cloud Computing",Beginner,Visual
STU00637,Cybersecurity,Advanced,practical
STU00638,"SQL, DevOps, Cloud Computing",Beginner,Visual
STU00639,"Data Analytics, Cybersecurity",Beginner,practical
STU00640,"Cybersecurity, Artificial Intelligence, Data Science",Intermediate,practical
STU00641,"DevOps, Python, SQL",Advanced,Reading
STU00642,Artificial Intelligence,Beginner,Reading
STU00643,"Deep Learning, DevOps, Data Analytics",Intermediate,practical
STU00644,Cloud Computing,Beginner,Reading
STU00645,Data Science,Beginner,Visual
STU00646,Software Development,Beginner,Reading
STU00647,"DevOps, Data Science",Intermediate,practical
STU00648,Python,Advanced,Visual
STU00649,Machine Learning,Advanced,Visual
STU00650,"Data Science, Software Development, Data Analytics",Intermediate,practical
STU00651,Python,Advanced,Visual
STU00652,"Cybersecurity, Deep Learning",Beginner,practical
STU00653,"Python, SQL",Beginner,Reading
STU00654,"Machine Learning, Cloud Computing, SQL",Intermediate,practical
STU00655,"Data Analytics, Data Science, Python",Advanced,Visual
STU00656,"Software Development, Python",Advanced,Reading
STU00657,Cloud Computing,Beginner,Reading
STU00658,"Cybersecurity, Data Science",Beginner,Visual
STU00659,"Cybersecurity, Artificial Intelligence",Advanced,Reading
STU00660,"Cloud Computing, SQL",Beginner,practical
STU00661,"DevOps, Data Analytics",Beginner,Reading
STU00662,"Data Analytics, Artificial Intelligence, Python",Beginner,Visual
STU00663,"Data Science, Machine Learning",Beginner,Reading
STU00664,"Machine Learning, Deep Learning",Advanced,Visual
STU00665,Deep Learning,Advanced,Reading
STU00666,Python,Intermediate,practical
STU00667,"Deep Learning, Artificial Intelligence, Cloud Computing",Advanced,Reading
STU00668,"Deep Learning, Software Development, Cloud Computing",Beginner,practical
STU00669,"DevOps, Machine Learning, SQL",Beginner,practical
STU00670,"Deep Learning, Data Science",Intermediate,practical
STU00671,"Web Development, Data Science",Intermediate,Visual
STU00672,"Deep Learning, Artificial Intelligence, Web Development",Advanced,practical
STU00673,"Data Analytics, Artificial Intelligence",Intermediate,Reading
STU00674,"Deep Learning, Web Development",Advanced,Reading
STU00675,"SQL, Cybersecurity, Deep Learning",Advanced,Reading
STU00676,"Artificial Intelligence, Data Science",Intermediate,Visual
STU00677,"Artificial Intelligence, Deep Learning",Beginner,Visual
STU00678,Cloud Computing,Beginner,practical
STU00679,"Data Analytics, Web Development, Artificial Intelligence",Intermediate,Visual
STU00680,"SQL, Data Science, Cloud Computing",Beginner,practical
STU00681,"Data Analytics, Deep Learning",Beginner,practical
STU00682,Cloud Computing,Beginner,practical
STU00683,"Artificial Intelligence, DevOps",Intermediate,practical
STU00684,"Machine Learning, Web Development, Python",Intermediate,Reading
STU00685,Data Analytics,Advanced,practical
STU00686,"Artificial Intelligence, Data Science, Cloud Computing",Beginner,Reading
STU00687,"SQL, DevOps",Beginner,practical
STU00688,"Deep Learning, Cloud Computing",Advanced,practical
STU00689,"Software Development, Data Analytics",Intermediate,practical
STU00690,Data Analytics,Intermediate,Reading
STU00691,"Python, Software Development",Beginner,Reading
STU00692,DevOps,Beginner,practical
STU00693,Data Science,Advanced,practical
STU00694,Data Science,Beginner,practical
STU00695,Data Science,Advanced,practical
STU00696,Web Development,Advanced,Visual
STU00697,Cloud Computing,Beginner,practical
STU00698,"Deep Learning, Artificial Intelligence",Advanced,Reading
STU00699,"Data Analytics, Python, Machine Learning",Intermediate,practical
STU00700,"Artificial Intelligence, Deep Learning, Software Development",Advanced,Reading
STU00701,"Artificial Intelligence, Web Development, Python",Advanced,Reading
STU00702,"Software Development, Machine Learning",Beginner,Visual
STU00703,"Web Development, Data Science",Advanced,Visual
STU00704,"Cybersecurity, Deep Learning",Beginner,Visual
STU00705,"Cloud Computing, Python, SQL",Advanced,Reading
STU00706,"Machine Learning, DevOps",Intermediate,Reading
STU00707,Machine Learning,Advanced,Reading
STU00708,"Software Development, Artificial Intelligence, Deep Learning",Advanced,practical
STU00709,"Data Science, SQL",Advanced,practical
STU00710,"Web Development, Cloud Computing",Advanced,Visual
STU00711,Data Science,Beginner,practical
STU00712,"Software Development, Cybersecurity, Machine Learning",Advanced,Visual
STU00713,SQL,Beginner,Visual
STU00714,DevOps,Beginner,practical
STU00715,Web Development,Advanced,Visual
STU00716,"Web Development, SQL",Intermediate,Reading
STU00717,Deep Learning,Advanced,practical
STU00718,"Artificial Intelligence, Software Development",Intermediate,practical
STU00719,"Web Development, Artificial Intelligence, Machine Learning",Advanced,Visual
STU00720,Web Development,Intermediate,Reading
STU00721,"SQL, Data Science",Intermediate,practical
STU00722,"Cybersecurity, Cloud Computing, SQL",Intermediate,practical
STU00723,"DevOps, Cybersecurity",Advanced,Reading
STU00724,"Cloud Computing, Artificial Intelligence",Beginner,Reading
STU00725,Cybersecurity,Advanced,Reading
STU00726,"Deep Learning, Cybersecurity, DevOps",Beginner,Reading
STU00727,"Web Development, Artificial Intelligence",Intermediate,practical
STU00728,Data Analytics,Beginner,Reading
STU00729,"SQL, Data Science",Beginner,Reading
STU00730,Python,Intermediate,Visual
STU00731,"DevOps, Web Development",Advanced,Reading
STU00732,"Machine Learning, Data Science, DevOps",Intermediate,practical
STU00733,"Python, Web Development, Deep Learning",Advanced,Reading
STU00734,DevOps,Advanced,Visual
STU00735,"Deep Learning, Web Development",Beginner,Reading
STU00736,"Data Science, SQL",Advanced,Visual
STU00737,Data Science,Beginner,Visual
STU00738,Deep Learning,Advanced,Visual
STU00739,DevOps,Advanced,Visual
STU00740,"Data Science, Machine Learning, Cybersecurity",Advanced,Visual
STU00741,"Data Science, Web Development",Intermediate,Reading
STU00742,DevOps,Advanced,Reading
STU00743,"DevOps, Web Development",Intermediate,Reading
STU00744,Data Analytics,Advanced,Reading
STU00745,"Cybersecurity, Machine Learning",Beginner,practical
STU00746,"Deep Learning, Artificial Intelligence",Intermediate,Visual
STU00747,Cybersecurity,Intermediate,practical
STU00748,"DevOps, Data Science",Intermediate,Visual
STU00749,"Cloud Computing, Machine Learning, Web Development",Beginner,practical
STU00750,DevOps,Intermediate,Visual
STU00751,"Deep Learning, Data Science",Advanced,practical
STU00752,"Artificial Intelligence, Software Development, Web Development",Advanced,Visual
STU00753,"Software Development, SQL",Intermediate,Visual
STU00754,"Software Development, Python, SQL",Intermediate,Reading
STU00755,Web Development,Beginner,Visual
STU00756,Deep Learning,Beginner,practical
STU00757,Web Development,Intermediate,practical
STU00758,"Data Science, Data Analytics",Intermediate,Visual
STU00759,"Web Development, Machine Learning",Advanced,practical
STU00760,"Deep Learning, Cybersecurity, Cloud Computing",Intermediate,practical
STU00761,Python,Beginner,practical
STU00762,Machine Learning,Intermediate,Reading
STU00763,"DevOps, Python, Web Development",Beginner,Reading
STU00764,SQL,Beginner,practical
STU00765,Python,Advanced,Reading
STU00766,"Software Development, Python, Artificial Intelligence",Advanced,practical
STU00767,"Artificial Intelligence, Deep Learning, Machine Learning",Advanced,Reading
STU00768,"Cloud Computing, Data Analytics",Beginner,Visual
STU00769,"Deep Learning, SQL",Beginner,practical
STU00770,Python,Advanced,Reading
STU00771,"Software Development, Deep Learning, DevOps",Advanced,Visual
STU00772,Cloud Computing,Beginner,practical
STU00773,Python,Beginner,practical
STU00774,Machine Learning,Intermediate,Reading
STU00775,Web Development,Beginner,Visual
STU00776,Deep Learning,Beginner,Visual
STU00777,"Cybersecurity, Cloud Computing",Advanced,Visual
