student_id,interests,experience_level,learning_mode,experience_level_encoded
STU00480,"DevOps, Data Science, Cloud Computing",Advanced,practical,2
STU00481,"Python, Software Development",Intermediate,Reading,1
STU00482,"Artificial Intelligence, SQL",Intermediate,Reading,1
STU00483,DevOps,Beginner,practical,0
STU00484,Machine Learning,Beginner,Visual,0
STU00485,"Artificial Intelligence, Machine Learning",Advanced,Visual,2
STU00486,"Machine Learning, Data Science",Beginner,practical,0
STU00487,"Machine Learning, Artificial Intelligence",Advanced,practical,2
STU00488,"Cybersecurity, DevOps, Web Development",Intermediate,Visual,1
STU00489,"Machine Learning, Deep Learning, Data Analytics",Beginner,Visual,0
STU00490,"DevOps, Artificial Intelligence, Python",Advanced,Visual,2
STU00491,"Cybersecurity, DevOps, Data Science",Intermediate,practical,1
STU00492,"Cybersecurity, DevOps",Advanced,Reading,2
STU00493,Cybersecurity,Advanced,practical,2
STU00494,"SQL, Cloud Computing",Advanced,Visual,2
STU00495,Python,Beginner,practical,0
STU00496,"Software Development, Deep Learning",Intermediate,Reading,1
STU00497,"DevOps, Data Analytics, Data Science",Beginner,Visual,0
STU00498,"Deep Learning, Software Development, Artificial Intelligence",Advanced,practical,2
STU00499,"Data Science, Software Development, Deep Learning",Intermediate,Visual,1
STU00500,"Data Analytics, Data Science",Advanced,Reading,2
STU00501,"Web Development, Cloud Computing, Cybersecurity",Intermediate,practical,1
STU00502,"Data Analytics, SQL",Intermediate,practical,1
STU00503,"Machine Learning, Data Analytics, DevOps",Advanced,Reading,2
STU00504,"Cloud Computing, Software Development",Advanced,Reading,2
STU00505,"DevOps, Cybersecurity, Deep Learning",Advanced,Reading,2
STU00506,DevOps,Intermediate,practical,1
STU00507,DevOps,Advanced,Reading,2
STU00508,"Data Science, Cloud Computing, DevOps",Beginner,Reading,0
STU00509,SQL,Advanced,Reading,2
STU00510,Machine Learning,Beginner,practical,0
STU00511,Software Development,Advanced,Visual,2
STU00512,"Cloud Computing, DevOps",Intermediate,practical,1
STU00513,"SQL, Cybersecurity",Advanced,Reading,2
STU00514,Artificial Intelligence,Intermediate,Reading,1
STU00515,"DevOps, Cybersecurity",Beginner,Reading,0
STU00516,Cloud Computing,Beginner,practical,0
STU00517,"Cybersecurity, Data Analytics",Intermediate,Visual,1
STU00518,"Data Science, Python, Software Development",Intermediate,Visual,1
STU00519,"DevOps, Cloud Computing",Advanced,Visual,2
STU00520,"Web Development, Cloud Computing, Data Analytics",Advanced,practical,2
STU00521,"Machine Learning, Web Development",Advanced,practical,2
STU00522,Machine Learning,Intermediate,Reading,1
STU00523,"Web Development, Data Science, Cybersecurity",Intermediate,Reading,1
STU00524,Cybersecurity,Advanced,Visual,2
STU00525,"Data Analytics, Deep Learning",Advanced,Visual,2
STU00526,"Data Science, Cloud Computing, DevOps",Advanced,practical,2
STU00527,Software Development,Intermediate,practical,1
STU00528,"Artificial Intelligence, Deep Learning, SQL",Advanced,Visual,2
STU00529,"SQL, Data Science",Advanced,Visual,2
STU00530,Data Science,Intermediate,Reading,1
STU00531,"DevOps, Deep Learning",Intermediate,Visual,1
STU00532,"Software Development, Data Science",Advanced,Visual,2
STU00533,SQL,Beginner,Reading,0
STU00534,"Data Analytics, Web Development, DevOps",Intermediate,Visual,1
STU00535,"Data Analytics, DevOps",Advanced,practical,2
STU00536,"DevOps, Data Analytics",Advanced,Reading,2
STU00537,Cybersecurity,Advanced,practical,2
STU00538,"Cloud Computing, Deep Learning, Machine Learning",Intermediate,practical,1
STU00539,"DevOps, Data Science",Beginner,Reading,0
STU00540,"DevOps, SQL, Machine Learning",Beginner,Visual,0
STU00541,"Artificial Intelligence, Data Analytics, SQL",Advanced,Reading,2
STU00542,Cybersecurity,Beginner,Visual,0
STU00543,"Data Analytics, Cybersecurity",Intermediate,Visual,1
STU00544,"Machine Learning, Software Development",Intermediate,Reading,1
STU00545,"Data Science, Deep Learning",Advanced,Reading,2
STU00546,Cybersecurity,Advanced,Reading,2
STU00547,Web Development,Advanced,practical,2
STU00548,"Data Analytics, Deep Learning",Intermediate,Visual,1
STU00549,"Cybersecurity, Machine Learning, SQL",Advanced,Visual,2
STU00550,"Python, Cloud Computing",Intermediate,Reading,1
STU00551,DevOps,Intermediate,Reading,1
STU00552,Data Analytics,Beginner,Visual,0
STU00553,Deep Learning,Beginner,Visual,0
STU00554,"Cybersecurity, Data Analytics, SQL",Intermediate,Visual,1
STU00555,Data Science,Advanced,Visual,2
STU00556,Deep Learning,Intermediate,Reading,1
STU00557,SQL,Advanced,practical,2
STU00558,Deep Learning,Advanced,Visual,2
STU00559,Data Science,Advanced,Reading,2
STU00560,Artificial Intelligence,Advanced,Reading,2
STU00561,Cloud Computing,Advanced,Reading,2
STU00562,DevOps,Beginner,practical,0
STU00563,"Artificial Intelligence, Web Development",Intermediate,practical,1
STU00564,SQL,Intermediate,practical,1
STU00565,"Web Development, Cybersecurity",Advanced,Reading,2
STU00566,"Data Science, Cloud Computing, Web Development",Advanced,Reading,2
STU00567,"Cloud Computing, DevOps, Deep Learning",Advanced,practical,2
STU00568,Machine Learning,Intermediate,practical,1
STU00569,Cybersecurity,Advanced,Reading,2
STU00570,"DevOps, Data Science, Python",Advanced,Reading,2
STU00571,"Cybersecurity, DevOps, Artificial Intelligence",Beginner,Reading,0
STU00572,Cybersecurity,Intermediate,Visual,1
STU00573,"Web Development, Data Science, Machine Learning",Beginner,Reading,0
STU00574,"DevOps, Python",Advanced,Reading,2
STU00575,"Web Development, Python, DevOps",Advanced,Visual,2
STU00576,Deep Learning,Beginner,Reading,0
STU00577,"Web Development, Cloud Computing, SQL",Intermediate,Visual,1
STU00578,"Python, DevOps, Data Analytics",Advanced,Reading,2
STU00579,"Deep Learning, Web Development, Cloud Computing",Intermediate,practical,1
STU00580,Data Science,Intermediate,practical,1
STU00581,"SQL, Web Development, Cybersecurity",Beginner,Reading,0
STU00582,Cybersecurity,Intermediate,Reading,1
STU00583,"SQL, Machine Learning",Advanced,Visual,2
STU00584,"Python, Cloud Computing",Advanced,Visual,2
STU00585,"Deep Learning, SQL, Software Development",Intermediate,Visual,1
STU00586,"SQL, Python, Data Science",Intermediate,Reading,1
STU00587,"Web Development, Software Development, Cybersecurity",Beginner,practical,0
STU00588,"Software Development, Deep Learning",Beginner,practical,0
STU00589,"Web Development, Python, Software Development",Intermediate,Visual,1
STU00590,"SQL, Python, Cybersecurity",Advanced,practical,2
STU00591,"SQL, Cybersecurity",Beginner,practical,0
STU00592,"Cloud Computing, Web Development",Beginner,practical,0
STU00593,Web Development,Intermediate,Reading,1
STU00594,"Artificial Intelligence, Data Analytics",Beginner,practical,0
STU00595,"Artificial Intelligence, Python, Data Science",Beginner,practical,0
STU00596,"Web Development, Cybersecurity, Artificial Intelligence",Advanced,Visual,2
STU00597,"DevOps, Web Development",Intermediate,practical,1
STU00598,Data Science,Intermediate,Reading,1
STU00599,SQL,Advanced,Visual,2
STU00600,"Python, DevOps, Web Development",Intermediate,Reading,1
STU00601,"Deep Learning, Cloud Computing",Intermediate,practical,1
STU00602,"Machine Learning, Cloud Computing",Advanced,practical,2
STU00603,Software Development,Intermediate,Visual,1
STU00604,Deep Learning,Beginner,practical,0
STU00605,"Artificial Intelligence, Web Development",Beginner,Visual,0
STU00606,Cybersecurity,Advanced,practical,2
STU00607,"Python, Cloud Computing, Cybersecurity",Intermediate,Visual,1
STU00608,Web Development,Beginner,Reading,0
STU00609,"DevOps, Cloud Computing, Cybersecurity",Intermediate,Reading,1
STU00610,"Cloud Computing, Data Science, Artificial Intelligence",Intermediate,practical,1
STU00611,Software Development,Beginner,practical,0
STU00612,Data Analytics,Advanced,practical,2
STU00613,"Web Development, Cybersecurity",Intermediate,Visual,1
STU00614,"Machine Learning, Web Development",Beginner,practical,0
STU00615,"Data Analytics, Cybersecurity",Intermediate,Visual,1
STU00616,"Cloud Computing, Cybersecurity",Intermediate,Reading,1
STU00617,Web Development,Intermediate,Visual,1
STU00618,"DevOps, Data Analytics, Python",Intermediate,Reading,1
STU00619,"Python, Data Science",Advanced,Visual,2
STU00620,"Cybersecurity, Machine Learning",Intermediate,Visual,1
STU00621,"SQL, DevOps, Web Development",Beginner,practical,0
STU00622,"SQL, Machine Learning",Advanced,practical,2
STU00623,"Cloud Computing, Data Analytics, Artificial Intelligence",Advanced,practical,2
STU00624,"Cybersecurity, Web Development, Software Development",Beginner,Visual,0
STU00625,"Python, Data Science, Machine Learning",Intermediate,Visual,1
STU00626,"Data Science, Cybersecurity",Beginner,practical,0
STU00627,"Software Development, Python, SQL",Beginner,Visual,0
STU00628,"Artificial Intelligence, Machine Learning, Software Development",Beginner,Visual,0
STU00629,"Data Science, Python",Advanced,Visual,2
STU00630,"Software Development, Machine Learning",Beginner,Visual,0
STU00631,"Web Development, Cloud Computing, SQL",Beginner,Reading,0
STU00632,"Cloud Computing, Software Development, Machine Learning",Beginner,Reading,0
STU00633,Artificial Intelligence,Beginner,Reading,0
STU00634,SQL,Intermediate,practical,1
STU00635,"Data Science, DevOps, Python",Intermediate,practical,1
STU00636,Cybersecurity,Intermediate,Reading,1
STU00637,SQL,Advanced,Visual,2
STU00638,"Cybersecurity, Machine Learning, Python",Beginner,Visual,0
STU00639,Software Development,Beginner,Visual,0
STU00640,"Cloud Computing, Artificial Intelligence, Software Development",Intermediate,Reading,1
STU00641,Software Development,Intermediate,Visual,1
STU00642,"Web Development, Python, Deep Learning",Intermediate,Reading,1
STU00643,Artificial Intelligence,Advanced,practical,2
STU00644,"Software Development, Deep Learning, Cloud Computing",Intermediate,Reading,1
STU00645,"Web Development, DevOps, Machine Learning",Intermediate,practical,1
STU00646,"Cybersecurity, Data Analytics",Advanced,Visual,2
STU00647,"Python, DevOps, Machine Learning",Intermediate,practical,1
STU00648,"Software Development, Artificial Intelligence",Advanced,practical,2
STU00649,Web Development,Beginner,Visual,0
STU00650,Web Development,Intermediate,practical,1
STU00651,"Artificial Intelligence, Cloud Computing, Data Analytics",Beginner,practical,0
STU00652,"DevOps, Deep Learning",Beginner,Visual,0
STU00653,Software Development,Intermediate,Visual,1
STU00654,"Software Development, DevOps",Advanced,Reading,2
STU00655,Data Analytics,Beginner,Reading,0
STU00656,"Cybersecurity, Data Science",Advanced,Visual,2
STU00657,"SQL, Data Analytics",Intermediate,Reading,1
STU00658,"Cloud Computing, Artificial Intelligence, Machine Learning",Intermediate,practical,1
STU00659,Data Analytics,Intermediate,practical,1
STU00660,"Software Development, SQL",Advanced,Reading,2
STU00661,Artificial Intelligence,Intermediate,Reading,1
STU00662,Software Development,Intermediate,practical,1
STU00663,Cloud Computing,Advanced,practical,2
STU00664,"Python, Cybersecurity, Cloud Computing",Intermediate,Reading,1
STU00665,"Data Analytics, DevOps",Intermediate,practical,1
STU00666,"Machine Learning, SQL",Advanced,Reading,2
STU00667,"Deep Learning, Web Development",Advanced,Reading,2
STU00668,"SQL, Artificial Intelligence, Cybersecurity",Beginner,Reading,0
STU00669,Software Development,Advanced,Reading,2
STU00670,"SQL, Software Development, Artificial Intelligence",Intermediate,Visual,1
STU00671,Cybersecurity,Intermediate,Reading,1
STU00672,"Data Science, Machine Learning, Cybersecurity",Advanced,practical,2
STU00673,Python,Advanced,practical,2
STU00674,"Deep Learning, Machine Learning",Advanced,practical,2
STU00675,"Python, Cybersecurity, Data Analytics",Intermediate,practical,1
STU00676,"Data Analytics, Software Development, Web Development",Advanced,Visual,2
STU00677,"Machine Learning, SQL, Web Development",Beginner,practical,0
STU00678,"Python, Data Science, SQL",Beginner,Visual,0
STU00679,Data Analytics,Beginner,practical,0
STU00680,"Cybersecurity, Machine Learning",Intermediate,practical,1
STU00681,"Cybersecurity, Machine Learning",Intermediate,practical,1
STU00682,"Cloud Computing, Data Analytics",Advanced,Reading,2
STU00683,SQL,Beginner,Visual,0
STU00684,"Artificial Intelligence, DevOps, Cloud Computing",Intermediate,Visual,1
STU00685,"Data Analytics, DevOps, Machine Learning",Beginner,Reading,0
STU00686,"Deep Learning, Data Analytics",Advanced,Reading,2
STU00687,Data Analytics,Beginner,Reading,0
STU00688,"Artificial Intelligence, Cloud Computing, Deep Learning",Beginner,Visual,0
STU00689,SQL,Intermediate,Visual,1
STU00690,"Deep Learning, Artificial Intelligence, Software Development",Advanced,practical,2
STU00691,Software Development,Beginner,practical,0
STU00692,"Python, SQL",Intermediate,practical,1
STU00693,"Cloud Computing, Cybersecurity, Web Development",Beginner,practical,0
STU00694,"Data Science, Artificial Intelligence",Intermediate,practical,1
STU00695,"Web Development, Data Science",Beginner,practical,0
STU00696,"Python, Artificial Intelligence, SQL",Intermediate,practical,1
STU00697,"Cybersecurity, Data Science",Beginner,practical,0
STU00698,DevOps,Intermediate,Visual,1
STU00699,"Machine Learning, Data Science, SQL",Advanced,practical,2
STU00700,Data Analytics,Beginner,practical,0
STU00701,Cloud Computing,Beginner,practical,0
STU00702,"Deep Learning, Software Development, Web Development",Advanced,practical,2
STU00703,"Software Development, DevOps, Cybersecurity",Intermediate,Reading,1
STU00704,Data Analytics,Intermediate,practical,1
STU00705,"Data Analytics, Machine Learning",Intermediate,Visual,1
STU00706,Cybersecurity,Advanced,Visual,2
STU00707,"Cloud Computing, Data Science",Advanced,Visual,2
STU00708,Data Analytics,Beginner,Reading,0
STU00709,"Cloud Computing, DevOps",Intermediate,practical,1
STU00710,"DevOps, Cybersecurity",Advanced,practical,2
STU00711,"Machine Learning, SQL",Beginner,Reading,0
STU00712,"Machine Learning, Web Development",Advanced,Visual,2
STU00713,DevOps,Beginner,Visual,0
STU00714,Cybersecurity,Beginner,Visual,0
STU00715,"Data Science, Cloud Computing",Beginner,Reading,0
STU00716,"DevOps, Data Science, Machine Learning",Intermediate,practical,1
STU00717,"Software Development, Deep Learning, Cloud Computing",Beginner,practical,0
STU00718,"Cybersecurity, Software Development, Machine Learning",Beginner,practical,0
STU00719,"Deep Learning, Python",Intermediate,practical,1
STU00720,Web Development,Beginner,practical,0
STU00721,"Machine Learning, Data Analytics, Cloud Computing",Advanced,Reading,2
STU00722,Artificial Intelligence,Intermediate,Reading,1
STU00723,Machine Learning,Intermediate,practical,1
STU00724,"Data Analytics, Python, Deep Learning",Advanced,Reading,2
STU00725,"Web Development, Data Science, Artificial Intelligence",Advanced,Reading,2
STU00726,"Cybersecurity, Software Development, Data Analytics",Beginner,practical,0
STU00727,"Web Development, Data Science, Data Analytics",Advanced,Visual,2
STU00728,"Data Science, Artificial Intelligence, Software Development",Advanced,Visual,2
STU00729,DevOps,Advanced,Visual,2
STU00730,"Cloud Computing, Data Analytics, Python",Beginner,Visual,0
STU00731,"Artificial Intelligence, Web Development",Advanced,Reading,2
STU00732,"Deep Learning, Artificial Intelligence, SQL",Advanced,Visual,2
STU00733,"Cybersecurity, Cloud Computing, Data Analytics",Intermediate,Reading,1
STU00734,"Python, Artificial Intelligence",Advanced,Visual,2
STU00735,DevOps,Beginner,Visual,0
STU00736,"Cloud Computing, Cybersecurity, Deep Learning",Intermediate,practical,1
STU00737,SQL,Advanced,Visual,2
STU00738,"DevOps, Machine Learning, Software Development",Beginner,Reading,0
STU00739,"Data Analytics, Artificial Intelligence",Intermediate,Reading,1
STU00740,Artificial Intelligence,Advanced,practical,2
STU00741,"Deep Learning, SQL",Beginner,practical,0
STU00742,Data Science,Beginner,Visual,0
STU00743,"Cloud Computing, Data Science",Intermediate,Reading,1
STU00744,DevOps,Beginner,Visual,0
STU00745,"Web Development, Cybersecurity, Deep Learning",Advanced,Visual,2
STU00746,SQL,Beginner,Visual,0
STU00747,DevOps,Advanced,Visual,2
STU00748,"Artificial Intelligence, Data Analytics",Advanced,Reading,2
STU00749,"Machine Learning, Data Science, Web Development",Intermediate,Reading,1
